date,Tmin,Tmax,vent,pluie
2040-04-17,10.0,17.0,6.6,1.9
2025-08-22,10.4,18.7,14.4,0.0
2047-11-21,10.9,19.9,11.1,3.8
2034-09-28,10.5,16.2,17.4,3.7
2030-07-12,14.2,22.6,24.1,0.4
2033-02-03,10.8,18.6,17.1,7.6
2035-06-22,-2.0,42.0,70.0,50.0
2032-05-18,9.3,15.0,12.3,5.1
2034-05-16,11.4,17.0,21.1,17.5
2041-08-17,8.7,15.6,12.2,0.5
2041-08-25,9.9,15.8,15.4,0.1
2047-01-01,13.7,19.7,24.8,1.1
2045-02-01,12.7,22.3,29.0,5.2
2032-10-06,6.8,16.0,22.2,0.3
2036-04-29,9.2,18.1,9.9,3.9
2033-10-28,7.9,16.5,22.8,2.6
2045-07-16,10.8,20.0,28.6,10.8
2027-01-19,10.0,19.7,31.0,3.5
2044-10-27,14.8,23.1,20.4,1.9
2035-10-17,11.6,20.8,21.9,9.4
2039-05-21,4.1,13.6,21.2,9.1
2033-06-30,10.7,18.7,25.4,2.1
2021-07-04,9.3,18.7,22.6,5.3
2037-01-10,7.1,13.7,9.4,2.8
2037-03-06,15.0,23.5,30.6,4.3
2033-05-14,8.7,14.9,9.1,12.3
2027-06-09,13.2,19.1,18.5,2.9
2022-07-08,10.8,20.7,23.5,9.4
2024-10-29,7.1,16.5,23.4,3.2
2024-10-16,12.2,20.6,16.2,2.5
2036-10-30,7.9,15.2,18.6,4.0
2037-11-26,6.0,15.8,22.4,5.4
2034-06-05,8.9,18.8,23.5,6.4
2021-10-25,10.9,17.1,31.2,7.0
2022-03-20,9.7,17.4,27.4,9.1
2040-03-25,10.1,15.4,32.4,1.9
2035-04-13,11.5,19.8,17.2,0.2
2045-09-01,13.4,20.8,10.8,0.6
2026-09-09,13.6,20.8,14.2,3.0
2034-01-04,9.2,17.4,41.9,0.8
2045-02-17,12.1,18.0,19.3,2.1
2027-02-08,13.0,18.8,27.6,0.8
2028-10-13,14.4,20.9,14.0,4.7
2027-12-13,12.8,19.8,32.7,2.8
2041-10-30,8.1,14.5,11.4,0.4
2046-01-13,8.8,15.0,33.9,4.2
2037-07-30,11.0,20.9,25.3,9.4
2042-06-05,13.5,21.5,30.0,0.9
2030-03-22,10.5,18.3,15.6,0.5
2044-10-12,11.0,17.0,19.4,1.9
2028-01-23,10.8,19.9,14.5,5.5
2024-02-06,11.3,20.3,19.7,1.3
2036-01-15,8.9,17.2,13.2,2.6
2039-09-09,8.2,14.8,22.8,9.0
2044-05-11,5.7,11.1,20.3,6.8
2021-11-17,10.3,17.6,14.3,8.6
2024-10-03,15.1,20.8,32.0,1.0
2032-01-26,5.2,13.9,10.6,0.6
2036-05-12,12.0,17.2,34.5,0.8
2038-03-10,9.4,19.4,8.1,4.3
2023-06-27,12.2,21.1,4.7,4.2
2040-11-08,7.8,17.3,16.6,0.3
2031-10-26,11.5,16.8,17.3,7.4
2036-09-25,8.8,18.2,17.7,11.2
2047-10-26,8.2,17.3,10.7,7.3
2043-04-18,5.7,12.9,24.2,11.1
2037-08-12,13.3,22.7,11.9,0.9
2039-08-23,2.0,40.0,85.0,40.0
2041-04-09,9.4,15.2,17.3,2.6
2046-05-05,8.6,14.0,20.5,1.0
2023-07-16,8.3,15.6,27.9,5.2
2045-06-06,6.7,14.8,29.1,12.3
2021-01-16,8.3,14.4,18.3,12.2
2021-05-24,10.6,18.5,7.7,7.8
2027-06-22,13.3,23.1,12.3,1.4
2021-05-10,8.5,15.9,10.8,2.3
2024-03-07,16.9,24.2,30.8,2.5
2040-07-26,11.8,19.5,8.5,1.8
2041-05-21,14.5,23.0,29.6,4.4
2048-03-03,13.1,23.1,24.9,0.7
2043-03-14,12.5,22.4,38.2,4.1
2041-07-30,11.4,21.3,25.1,9.2
2035-12-12,6.9,15.3,9.7,3.6
2039-05-22,11.4,19.1,26.4,1.9
2035-07-15,7.7,15.4,26.2,4.3
2026-02-20,8.3,15.4,23.3,4.3
2027-10-25,10.1,16.3,23.2,5.2
2046-09-15,13.1,19.5,26.2,1.2
2033-04-07,13.2,19.3,2.3,0.2
2024-03-28,12.8,18.5,22.2,1.7
2041-05-29,13.1,22.8,15.1,0.6
2035-08-22,3.0,42.0,85.0,45.0
2024-03-16,12.3,19.6,21.0,0.3
2039-08-09,4.0,35.0,75.0,40.0
2026-12-23,9.5,18.6,33.7,0.5
2036-03-13,7.1,12.6,21.0,2.2
2030-03-26,6.4,13.4,31.5,1.0
2045-06-22,11.4,18.9,34.1,8.4
2026-02-03,10.8,17.6,28.6,1.9
2044-02-20,4.7,11.1,24.2,19.6
2036-12-08,10.1,19.0,21.7,3.9
2038-09-24,11.8,19.6,24.8,7.8
2046-10-17,10.9,18.3,22.5,0.9
2041-06-08,6.5,11.8,29.2,5.0
2030-10-29,13.7,22.4,14.9,1.6
2039-10-13,12.7,19.2,34.3,2.3
2029-07-19,8.2,18.0,31.2,4.2
2022-01-23,15.6,23.6,28.4,8.1
2024-08-04,12.5,18.5,14.3,2.5
2023-10-30,11.2,20.9,4.5,3.5
2045-03-04,11.5,17.9,23.9,1.1
2023-05-11,0.0,42.0,80.0,50.0
2034-07-08,10.0,15.1,18.4,2.7
2023-07-21,15.6,25.3,23.4,4.1
2039-06-28,9.2,18.8,5.7,2.4
2032-01-03,9.7,17.6,13.4,2.4
2022-11-23,13.5,20.0,19.2,0.7
2045-02-22,11.5,19.5,23.9,0.3
2045-03-08,8.5,15.1,13.4,2.6
2023-04-10,9.2,14.6,26.2,1.7
2030-07-31,9.5,16.8,36.0,3.2
2026-09-13,11.8,21.8,19.0,0.6
2047-11-20,13.3,21.9,24.9,1.5
2025-05-13,4.0,40.0,80.0,50.0
2021-02-14,5.6,13.9,14.7,4.1
2031-10-15,7.7,17.7,14.9,0.1
2038-08-04,8.3,14.0,10.2,1.2
2036-05-05,12.9,20.0,15.7,0.3
2032-10-29,9.0,15.4,14.8,9.6
2029-02-13,9.2,17.6,15.9,0.0
2031-11-14,13.9,19.3,9.9,4.6
2024-04-02,9.3,18.7,15.4,10.4
2048-01-09,9.1,17.6,18.3,1.3
2038-10-02,9.0,17.6,16.4,5.0
2021-10-12,16.4,24.5,12.7,5.0
2047-10-12,8.6,18.5,31.7,3.3
2032-05-22,10.3,15.4,17.6,8.5
2029-06-20,9.7,15.3,18.0,6.5
2040-01-16,7.0,13.4,29.5,30.0
2033-06-23,7.0,16.8,9.5,2.8
2036-04-16,13.5,21.9,22.7,7.0
2032-11-02,6.8,14.1,10.4,0.3
2039-05-25,15.2,22.5,24.4,0.4
2038-10-21,11.3,20.0,27.8,0.7
2030-03-19,7.9,17.2,29.7,0.7
2024-11-05,13.0,19.7,24.3,1.7
2029-10-01,4.4,10.6,18.6,8.8
2038-02-25,8.2,15.7,16.7,1.5
2023-08-28,5.7,13.0,31.3,3.6
2031-03-24,12.4,19.5,17.7,6.3
2023-07-15,5.4,14.8,11.9,12.3
2046-06-13,4.0,40.0,85.0,45.0
2042-06-14,10.7,16.0,2.8,0.7
2033-12-09,0.5,9.4,16.0,1.2
2039-10-24,11.2,17.6,24.9,2.5
2028-10-22,12.5,20.5,28.5,2.6
2045-11-21,12.1,17.4,31.9,0.4
2038-04-24,8.8,15.8,25.1,1.6
2042-06-27,10.2,17.3,17.8,8.4
2047-10-04,5.7,13.7,21.9,9.2
2045-02-16,10.3,17.5,41.0,4.6
2033-03-30,13.9,22.5,22.0,1.1
2047-04-06,9.1,17.9,13.2,4.2
2032-11-27,7.2,13.8,12.0,2.7
2048-02-02,9.4,17.1,14.2,13.2
2045-04-06,10.4,19.4,19.4,0.6
2030-12-06,7.5,13.8,20.2,5.3
2025-11-25,14.0,19.6,20.1,0.9
2045-12-29,11.7,16.9,16.9,0.6
2026-08-22,10.6,18.2,32.6,1.8
2043-10-24,13.4,20.6,5.3,0.0
2038-04-23,2.0,42.0,85.0,40.0
2031-12-28,10.6,18.7,22.0,18.7
2026-03-18,13.5,19.4,35.0,1.0
2033-10-31,7.6,14.0,25.1,1.4
2039-08-18,15.0,24.9,31.3,1.1
2034-06-24,11.8,18.1,20.1,11.7
2043-10-03,7.3,13.7,11.3,0.1
2021-03-17,12.5,18.4,11.4,0.4
2027-06-04,13.3,20.6,13.8,4.7
2039-04-29,9.3,14.6,19.3,0.4
2022-03-07,6.5,13.1,12.8,1.8
2033-07-23,13.1,20.9,27.0,3.1
2036-01-06,10.1,19.6,30.6,6.7
2037-07-01,10.3,17.9,26.7,1.6
2037-11-01,5.6,11.9,15.9,23.7
2036-09-12,9.4,17.3,24.1,3.7
2045-08-23,12.3,18.4,8.8,0.4
2044-08-18,6.0,13.2,16.6,3.8
2025-04-03,7.5,17.5,9.2,11.5
2021-08-29,7.6,16.6,16.9,2.4
2023-02-23,11.8,19.8,11.0,12.2
2046-02-07,10.8,19.3,19.4,4.1
2029-05-25,15.3,22.8,34.7,0.1
2023-09-05,2.7,10.8,27.9,5.8
2034-06-07,12.8,18.3,25.4,2.0
2029-01-20,8.6,16.4,19.1,0.9
2036-10-18,5.1,13.2,25.6,0.3
2043-07-31,10.1,17.5,11.5,4.9
2036-10-12,5.8,14.5,23.2,4.7
2047-12-10,6.3,15.2,9.6,7.8
2025-06-09,10.3,19.2,39.7,0.5
2042-03-04,8.8,17.5,14.6,1.9
2026-11-17,5.2,13.1,0.0,6.7
2025-12-07,9.8,15.9,11.4,4.8
2026-09-27,9.8,16.8,5.3,15.2
2041-03-21,9.3,17.1,17.5,4.7
2038-07-18,10.9,19.1,24.1,7.8
2024-09-19,11.2,17.9,26.1,0.8
2045-07-05,6.4,13.8,23.9,4.1
2025-03-08,0.0,40.0,85.0,35.0
2046-03-21,5.6,15.5,27.2,15.6
2044-10-20,9.6,16.3,42.5,9.7
2046-06-28,13.1,19.3,0.8,3.8
2041-01-14,11.1,18.2,30.4,0.7
2047-05-29,4.0,42.0,90.0,50.0
2047-06-21,8.9,18.6,35.2,3.9
2046-10-07,9.9,19.1,27.3,0.2
2025-05-29,9.2,16.7,20.5,10.7
2029-06-24,13.1,18.8,17.1,1.1
2039-06-30,4.2,13.6,29.5,4.6
2027-08-13,10.8,16.4,9.6,10.2
2026-07-11,4.0,9.8,18.0,2.0
2041-01-15,4.6,13.5,30.2,4.3
2032-04-18,6.7,15.2,29.9,2.6
2035-09-20,12.2,17.5,12.4,1.1
2036-07-07,4.0,42.0,80.0,40.0
2044-11-21,2.0,45.0,85.0,40.0
2029-11-21,11.3,20.5,15.8,5.2
2021-05-05,11.8,20.7,26.6,1.0
2042-05-14,10.6,16.2,14.2,1.5
2046-04-19,3.0,37.0,70.0,45.0
2038-10-04,17.5,23.8,20.0,0.2
2023-04-21,9.9,16.5,11.3,16.5
2046-08-21,-2.0,42.0,85.0,50.0
2030-02-24,9.3,16.2,15.8,12.0
2022-08-22,8.7,13.8,16.7,1.7
2026-10-25,9.2,16.0,22.0,6.1
2036-02-04,11.9,21.3,35.7,1.6
2043-01-25,7.0,13.2,17.7,8.7
2044-10-06,5.2,15.2,37.6,4.7
2041-11-18,13.3,19.9,22.1,0.1
2043-12-15,13.7,19.8,1.1,2.4
2026-07-22,-2.0,37.0,75.0,30.0
2027-01-07,10.1,15.3,11.6,5.0
2032-02-04,10.5,17.8,18.0,1.4
2041-02-27,13.2,22.1,25.0,2.6
2030-03-17,4.6,11.9,10.0,12.1
2027-11-07,12.9,21.8,29.6,1.1
2022-12-27,9.4,18.9,23.1,1.1
2037-06-19,13.3,21.9,21.4,1.2
2023-09-06,5.2,13.8,27.7,0.9
2023-03-20,13.8,19.2,18.4,0.2
2037-12-02,12.6,20.8,29.3,1.0
2025-01-15,11.9,19.3,21.0,6.1
2043-09-01,7.4,17.4,28.9,2.6
2036-09-09,9.6,18.7,14.4,9.2
2039-06-26,12.7,18.6,27.8,4.2
2034-06-08,8.5,15.8,26.9,1.2
2040-10-04,8.2,16.2,25.7,4.6
2048-04-02,7.1,16.8,24.3,4.7
2034-07-02,13.3,22.5,27.0,1.6
2033-06-09,4.5,13.3,0.0,0.6
2031-11-07,10.1,15.9,21.0,1.6
2042-05-11,7.5,14.9,18.9,10.2
2037-05-18,14.9,23.3,24.6,0.2
2024-05-20,14.9,24.1,18.8,2.4
2024-05-10,9.6,19.3,8.9,1.0
2025-10-31,9.3,14.4,12.5,7.0
2041-11-13,8.5,17.7,13.7,3.6
2046-01-17,8.6,16.4,17.8,0.9
2038-01-02,13.0,19.4,21.3,2.1
2041-06-27,8.3,13.7,20.3,1.5
2029-10-23,8.4,14.4,9.9,9.1
2021-10-15,11.8,20.3,15.1,1.0
2037-10-07,10.6,19.5,7.2,4.2
2029-02-14,11.1,18.1,16.5,0.5
2029-08-31,6.5,13.8,40.1,0.4
2040-12-25,7.9,16.5,28.3,8.3
2025-02-27,4.0,42.0,70.0,45.0
2025-07-16,14.0,23.4,23.3,5.2
2026-05-30,8.8,16.9,15.8,2.8
2027-07-26,7.0,15.4,17.1,5.8
2022-03-29,7.0,15.3,1.2,2.1
2028-06-03,7.5,16.7,38.7,4.7
2036-08-29,4.3,9.4,13.5,1.0
2031-01-30,8.8,14.4,21.7,0.2
2022-02-27,9.3,15.2,17.1,3.5
2041-02-21,10.9,18.6,18.5,2.2
2035-07-23,5.5,14.2,4.1,2.2
2022-10-20,9.9,15.2,13.3,0.1
2030-01-15,7.2,15.8,39.6,9.8
2040-06-23,7.2,15.3,23.4,3.3
2028-10-16,6.7,15.3,23.2,7.4
2029-09-13,3.0,35.0,90.0,30.0
2044-09-01,10.8,20.7,9.0,5.9
2035-05-12,12.9,21.0,19.7,1.2
2023-09-29,12.8,22.1,23.8,1.7
2032-06-30,1.0,10.0,16.2,8.9
2027-08-16,11.2,20.2,16.0,0.1
2023-05-26,15.4,24.8,12.9,1.8
2038-09-07,7.9,17.6,27.0,4.1
2031-07-15,8.6,16.3,21.2,12.9
2023-08-20,14.0,24.0,27.7,3.2
2025-04-30,10.6,17.7,25.3,0.5
2037-09-14,8.2,16.7,15.6,2.8
2027-01-16,14.5,23.3,21.2,2.2
2042-01-02,4.0,13.8,39.5,2.4
2044-01-07,16.2,22.4,24.4,0.3
2040-02-16,2.0,42.0,70.0,50.0
2032-08-02,14.1,23.4,27.9,1.9
2023-01-28,10.6,19.5,22.3,1.4
2034-04-29,10.6,20.2,15.3,17.5
2035-10-21,5.4,10.7,19.2,1.7
2035-07-20,10.6,16.3,24.2,2.9
2027-04-04,8.6,17.5,4.7,13.4
2046-01-27,11.7,18.3,23.0,5.2
2042-05-21,11.7,17.7,24.2,2.2
2036-01-30,2.4,12.0,27.7,10.3
2035-07-16,7.1,13.0,3.6,14.6
2034-03-21,12.4,20.0,11.9,2.0
2039-04-18,10.8,20.8,29.7,0.4
2023-03-19,8.6,13.7,23.1,4.0
2040-09-28,17.1,24.6,22.4,7.7
2045-01-06,14.7,20.7,6.8,0.5
2026-05-11,3.6,10.9,8.5,3.2
2027-09-12,10.8,15.8,31.2,6.7
2043-05-11,19.0,27.5,29.8,0.3
2047-05-24,9.3,14.5,17.7,12.6
2041-06-01,7.3,15.3,34.0,9.0
2045-08-25,11.5,18.9,14.6,0.5
2027-07-31,8.4,18.0,19.5,11.1
2042-02-06,14.7,21.9,12.4,3.1
2023-12-10,6.2,11.6,35.6,6.6
2042-11-04,12.2,21.4,12.6,0.7
2032-08-11,4.5,14.0,16.0,0.2
2035-11-20,9.8,16.7,30.7,2.8
2046-08-25,14.0,22.6,7.1,1.0
2026-09-23,10.9,16.0,22.0,0.1
2033-05-25,12.3,19.3,18.9,2.6
2025-08-26,11.5,21.5,25.5,12.4
2047-06-08,11.3,17.2,20.7,5.5
2046-04-23,6.7,12.9,17.1,2.1
2044-07-17,6.8,12.2,31.1,6.9
2046-03-24,11.6,19.4,19.6,12.8
2043-08-15,15.2,21.6,34.3,0.8
2023-10-01,8.1,13.2,13.6,9.3
2024-12-16,0.0,40.0,70.0,45.0
2042-11-10,15.7,23.9,10.9,2.6
2047-08-02,4.0,35.0,75.0,50.0
2033-09-26,11.9,18.9,17.6,0.3
2043-12-01,10.7,16.7,19.1,9.1
2025-01-25,12.8,18.6,28.0,0.3
2030-07-07,4.0,40.0,80.0,40.0
2035-09-13,8.5,15.9,25.2,3.8
2024-11-12,11.7,19.5,11.2,0.7
2038-11-22,0.0,35.0,85.0,40.0
2044-02-18,4.0,45.0,90.0,35.0
2038-12-16,12.1,19.6,4.3,0.8
2022-12-11,15.1,24.9,10.9,1.8
2027-07-10,2.0,42.0,70.0,30.0
2030-11-13,10.0,18.7,1.5,0.8
2023-09-13,6.5,14.3,30.3,2.4
2029-06-04,12.3,19.7,31.8,2.5
2042-01-30,12.6,20.1,13.5,0.1
2034-11-26,13.1,18.3,17.2,1.7
2032-03-25,7.7,15.5,17.4,1.7
2038-01-29,10.2,17.4,24.1,14.2
2028-06-15,6.8,12.6,36.6,23.5
2023-10-21,3.0,35.0,70.0,45.0
2024-06-22,7.8,16.2,14.0,6.8
2027-09-29,11.4,17.8,11.3,3.7
2039-04-07,10.7,18.6,21.8,0.0
2021-09-26,8.7,16.5,23.4,1.8
2030-10-21,16.4,24.8,3.9,1.1
2034-01-03,13.3,21.0,6.3,0.5
2040-12-02,7.9,17.0,24.0,5.9
2037-06-29,9.2,17.7,11.9,2.1
2046-03-26,13.6,21.7,30.9,7.0
2044-12-09,12.7,19.3,18.1,2.0
2028-09-22,12.5,21.0,33.4,2.0
2046-03-31,10.9,20.2,18.2,3.9
2022-08-13,7.4,14.2,0.0,1.5
2040-10-31,8.1,13.6,19.7,21.7
2048-02-08,12.8,18.0,33.5,1.5
2038-07-29,11.5,17.0,14.4,3.4
2044-06-19,7.8,14.4,22.7,30.0
2045-07-04,10.7,15.8,24.6,1.7
2044-11-29,4.4,13.0,18.0,9.1
2026-07-31,8.5,16.0,14.8,10.5
2034-03-08,-2.0,42.0,85.0,30.0
2041-12-21,7.5,16.3,23.4,16.1
2040-01-15,8.0,15.6,15.7,3.0
2026-07-22,10.6,16.3,14.7,2.6
2023-08-02,2.0,40.0,90.0,30.0
2022-11-09,15.3,22.4,9.6,1.3
2040-03-17,11.2,20.8,18.9,6.6
2024-05-17,9.7,16.0,33.8,0.2
2035-12-08,12.9,21.7,17.2,0.6
2038-09-21,10.4,20.2,23.5,2.2
2048-02-25,13.9,21.8,21.6,3.6
2037-10-21,8.3,17.4,2.5,3.7
2034-04-19,12.6,18.5,0.0,0.1
2039-03-22,8.4,15.3,16.4,12.6
2027-08-30,9.9,17.3,18.9,4.1
2042-01-09,7.9,14.8,15.8,6.9
2041-05-09,7.2,12.5,19.5,4.0
2041-02-03,10.1,19.9,12.5,1.5
2041-10-04,12.0,18.9,25.0,1.4
2040-08-01,7.4,14.9,18.3,3.5
2023-06-16,9.5,16.5,15.4,1.6
2025-05-31,5.3,13.2,20.8,3.7
2042-07-21,15.7,24.5,22.0,2.6
2037-04-30,5.9,12.4,23.0,7.8
2039-06-03,9.3,17.3,21.3,6.6
2025-09-16,8.7,16.9,16.7,5.1
2031-06-04,10.1,19.2,27.5,6.8
2043-06-14,10.2,19.7,25.1,3.5
2039-07-07,9.4,17.8,19.3,4.5
2033-11-15,5.7,11.8,20.3,0.6
2031-11-06,15.7,22.0,16.0,2.0
2039-06-07,2.0,45.0,90.0,30.0
2036-03-20,13.1,20.6,16.9,2.6
2036-03-27,10.1,18.8,13.9,0.8
2045-12-24,10.0,15.7,25.2,9.9
2023-06-10,12.5,17.9,37.7,1.3
2037-09-06,9.5,14.6,29.7,10.1
2048-03-01,10.7,20.6,33.3,0.2
2031-12-21,1.9,10.0,16.2,5.3
2040-11-19,11.2,17.5,28.2,1.4
2038-01-08,10.0,19.2,22.2,1.1
2043-10-11,7.5,16.7,22.9,7.0
2036-12-07,9.2,15.7,19.0,11.8
2047-10-19,15.0,23.0,28.5,0.3
2040-03-21,10.2,17.2,17.5,0.8
2028-08-31,10.9,19.1,16.2,12.9
2041-10-01,8.3,15.9,26.0,1.0
2022-08-08,10.5,17.2,7.8,6.6
2029-12-13,10.7,17.5,22.7,8.3
2031-10-08,12.7,19.7,30.3,2.3
2034-08-06,9.3,17.5,20.6,0.1
2024-06-14,11.7,20.8,29.8,4.3
2040-10-10,9.4,15.2,27.1,1.7
2021-11-07,9.3,15.2,17.0,2.7
2025-09-13,11.0,20.1,32.0,0.9
2037-07-03,5.5,12.5,4.5,0.8
2030-09-17,0.0,40.0,70.0,45.0
2047-04-20,14.6,24.2,19.7,3.6
2033-10-13,7.4,12.5,20.9,1.1
2032-10-08,7.0,14.7,13.8,0.9
2031-05-12,6.5,12.3,9.4,9.5
2023-10-06,13.1,20.0,26.0,0.1
2046-03-06,5.4,15.0,16.1,2.7
2026-12-26,14.6,20.6,22.3,0.7
2030-12-03,10.1,16.1,15.5,3.2
2046-11-12,4.0,35.0,70.0,35.0
2038-08-11,2.1,10.4,23.0,10.3
2043-02-05,-2.0,37.0,90.0,50.0
2046-11-15,12.2,18.8,34.5,1.4
2039-07-08,10.9,20.6,28.1,2.4
2034-03-28,4.3,13.9,30.1,0.6
2040-11-20,14.1,22.8,27.3,7.4
2034-01-09,5.5,12.4,18.4,10.2
2037-12-12,13.8,23.7,14.6,0.9
2021-04-01,10.3,16.4,23.9,4.1
2041-05-19,3.0,45.0,80.0,45.0
2042-05-05,10.2,17.0,12.3,4.3
2024-08-19,7.2,16.5,10.4,2.0
2046-11-17,-2.0,45.0,70.0,40.0
2045-04-08,5.0,10.8,29.1,1.0
2026-10-19,7.0,15.9,24.6,2.8
2029-01-16,9.3,15.4,14.2,7.0
2042-05-30,10.7,19.5,12.4,15.9
2023-09-11,9.9,16.1,30.7,2.5
2047-01-27,-2.0,35.0,80.0,40.0
2045-06-12,7.0,16.2,22.9,0.5
2047-02-13,9.1,15.5,19.9,0.4
2029-01-04,10.8,19.1,26.3,3.0
2038-12-30,16.4,24.8,26.8,2.3
2029-10-20,12.2,18.8,21.2,1.1
2037-02-10,5.6,13.1,34.6,26.5
2042-06-09,6.6,11.7,34.8,15.8
2040-08-29,-2.0,37.0,85.0,40.0
2040-12-08,14.1,21.4,34.3,1.9
2043-12-09,7.2,16.0,24.6,21.6
2044-11-05,7.4,16.1,19.5,0.6
2041-05-17,18.4,25.7,22.6,1.1
2022-09-20,9.6,15.7,23.7,9.9
2041-04-11,15.0,23.5,27.1,2.1
2034-07-19,6.0,12.8,35.8,6.6
2034-11-29,7.0,12.7,26.5,9.2
2032-08-15,10.1,19.8,15.2,4.4
2038-02-13,17.9,25.2,14.5,0.0
2034-01-18,10.7,15.9,31.2,6.9
2025-05-21,14.1,20.6,15.5,3.1
2048-01-27,2.0,42.0,80.0,30.0
2024-06-23,13.7,22.5,28.8,1.1
2021-05-09,10.3,19.4,32.5,7.8
2045-09-17,4.0,35.0,70.0,50.0
2025-09-08,9.6,14.8,33.6,7.7
2032-06-14,7.5,16.9,18.6,9.2
2042-07-04,7.0,12.7,26.9,1.4
2032-08-06,6.5,13.2,22.0,0.1
2038-05-07,10.3,15.6,31.0,6.8
2027-07-27,10.6,15.8,36.1,0.4
2043-01-05,16.8,24.0,18.6,4.2
2046-11-07,9.2,15.1,0.0,3.4
2041-03-02,12.3,19.2,25.6,1.3
2046-07-10,8.8,17.3,12.4,0.6
2024-04-01,7.1,13.5,17.3,22.5
2041-01-09,4.2,11.5,28.4,3.6
2030-08-15,-2.0,42.0,90.0,45.0
2041-01-03,14.3,23.7,15.7,0.3
2026-06-01,12.8,19.5,20.5,6.6
2035-07-21,8.0,16.6,37.6,14.7
2034-03-09,-2.0,35.0,90.0,35.0
2032-08-18,16.6,24.0,27.1,2.0
2044-12-07,14.6,21.3,13.1,0.1
2023-07-05,10.8,19.7,12.8,3.8
2024-07-29,7.3,16.8,16.6,5.7
2039-03-25,14.6,24.3,32.0,3.1
2029-05-08,13.6,22.4,7.0,3.8
2021-04-14,0.0,40.0,75.0,50.0
2024-06-27,9.1,15.4,0.6,3.2
2036-08-08,9.7,19.4,18.9,2.5
2021-10-29,2.0,35.0,90.0,40.0
2028-08-28,11.7,20.9,15.4,2.6
2024-10-30,13.6,23.4,24.2,1.0
2030-03-13,11.4,19.9,16.2,0.6
2021-07-03,11.4,18.5,28.3,11.2
2044-07-21,17.8,25.3,25.3,3.0
2040-01-02,8.7,17.2,25.6,0.2
2046-12-20,5.5,15.3,26.1,2.6
2045-02-25,14.0,19.6,24.0,1.0
2041-07-13,1.7,8.9,30.6,7.8
2043-11-16,16.6,24.2,21.3,0.1
2033-07-04,6.3,14.6,5.3,4.3
2044-02-25,12.2,21.2,30.3,0.6
2045-06-20,7.0,12.3,27.5,7.0
2028-04-10,6.7,12.9,12.1,8.7
2048-02-21,7.8,15.8,27.9,11.0
2032-10-15,5.2,14.9,24.9,1.3
2026-05-16,10.9,16.5,22.7,17.0
2034-09-02,9.7,17.1,16.8,1.4
2034-05-24,6.3,16.1,25.0,11.1
2036-12-03,12.1,20.8,18.3,1.9
2037-01-26,8.8,18.3,37.1,5.6
2042-03-26,10.2,18.1,7.6,6.2
2031-12-31,3.0,45.0,90.0,40.0
2043-10-05,10.7,20.3,1.0,5.3
2041-11-12,4.0,37.0,70.0,35.0
2041-06-03,8.1,16.6,21.1,5.0
2024-06-05,12.5,19.7,26.7,4.0
2029-09-12,5.6,10.8,23.0,2.7
2034-11-21,11.8,18.9,10.8,2.5
2030-03-14,7.1,15.8,21.8,9.0
2037-09-23,7.8,16.7,15.7,7.7
2039-04-16,8.4,16.3,25.4,2.2
2044-06-05,8.9,15.2,27.7,0.6
2042-10-16,10.3,19.9,10.5,1.8
2030-01-03,9.1,16.6,26.3,9.2
2039-09-09,3.0,40.0,75.0,30.0
2047-05-04,8.1,16.7,27.7,14.5
2029-09-26,8.8,13.9,27.6,4.6
2039-11-12,9.7,15.1,16.9,1.4
2043-09-13,9.7,16.3,12.5,14.2
2023-11-18,11.2,16.6,9.7,0.7
2032-02-22,13.2,20.9,24.4,2.6
2041-05-07,5.7,11.7,23.4,1.7
2042-04-28,8.1,16.2,28.8,7.2
2021-09-30,13.5,19.9,20.1,0.8
2026-08-05,8.4,15.5,3.4,3.6
2034-01-16,11.2,21.1,19.1,4.0
2037-08-06,12.2,19.7,19.6,3.0
2038-05-20,6.5,11.5,11.9,2.0
2046-07-30,10.2,19.2,14.1,2.4
2023-12-23,13.1,19.1,24.4,0.7
2040-05-09,14.8,22.5,16.7,2.7
2042-02-11,6.0,15.1,8.1,6.2
2045-11-15,14.1,22.9,25.3,2.1
2045-03-26,15.6,21.2,9.6,1.7
2044-11-21,0.0,42.0,90.0,30.0
2032-11-01,13.7,19.0,21.2,1.3
2043-10-20,9.3,15.0,28.0,12.8
2046-10-27,12.6,21.2,16.7,0.9
2036-12-19,9.6,15.3,16.4,1.2
2039-09-16,6.5,12.4,17.4,0.3
2039-06-10,11.8,19.7,28.8,1.1
2021-10-23,4.0,42.0,70.0,45.0
2033-11-16,-2.0,40.0,70.0,50.0
2033-11-23,9.9,17.3,38.8,6.6
2039-11-25,11.3,18.7,18.8,2.6
2045-08-04,14.1,22.7,24.3,0.3
2044-08-25,6.6,15.6,30.0,0.4
2047-02-17,8.3,14.9,17.3,2.8
2030-07-11,13.5,22.4,21.8,0.5
2044-01-23,8.2,16.6,34.2,4.1
2031-09-30,9.2,17.5,26.4,5.4
2025-10-15,10.6,19.2,9.8,11.5
2023-01-03,11.2,21.2,14.0,4.2
2027-12-29,11.2,20.9,29.4,27.7
2039-03-30,12.6,18.0,18.6,0.7
2040-11-11,12.2,20.1,26.5,0.2
2028-04-16,11.8,17.1,3.8,4.9
2039-03-04,11.1,19.8,26.3,0.2
2040-08-06,7.7,16.0,10.9,4.2
2029-07-11,6.4,14.8,27.2,3.2
